tok,rtvk,rtlik,actual_name,date,date_start,date_end,date_type,date_entered,date_modified,grid,grid_ref_type,grid_ref_release_res,location,count,abundance,recorder,determiner,determination_type,record_type,survey,source_meta_data,ring_number,note,verification_level,date_formatted,easting_centred,northing_centred,easting_min,northing_min,easting_max,northing_max,grid_ref_10m_sq,grid_ref_100m_sq,grid_ref_1km_sq,grid_ref_10km_sq,lat,lon,resolution,geom_point,geom_poly,geom_mobile,updated_at,created_at,vc,ua,lrc_array
LC0002150001BKEX,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,26/05/2020,26/05/2020,26/05/2020,D,28/02/2022,28/02/2022,SO15770852,Imported,NULL,1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,26/05/2020,315775,208525,315770,208520,315780,208530,SO15770852,SO157085,SO1508,SO10,51.76904109,-3.221981853,10,0101000020346C000000000000FC4513410000000068740941,0103000020346C0000010000000500000000000000E8451341000000004074094100000000E84513410000000090740941000000001046134100000000907409410000000010461341000000004074094100000000E84513410000000040740941,0103000020346C0000010000002100000000000000E44913410000000068740941F22208C9D04913410D50C1D1E1720941EC0A29E1974913412E2715A26A710941098338783B491341EB6A0ADC107009410803561BBF481341F0F953C9E16E09418ACAFA9127481341EEF98E0FE96D0941696CF5AE7A47134129EAAD3D306D0941F9571F17BF4613411CBAEF6DBE6C094100000000FC45134100000000986C094107A8E0E8384513411CBAEF6DBE6C094197930A517D44134129EAAD3D306D09417635056ED0431341EEF98E0FE96D0941F8FCA9E438431341F0F953C9E16E0941F77CC787BC421341EB6A0ADC1070094114F5D61E604213412E2715A26A7109410EDDF736274213410D50C1D1E1720941000000001442134100000000687409410EDDF73627421341F3AF3E2EEE75094114F5D61E60421341D2D8EA5D65770941F77CC787BC4213411595F523BF780941F8FCA9E4384313411006AC36EE7909417635056ED0431341120671F0E67A094197930A517D441341D71552C29F7B094107A8E0E838451341E4451092117C094100000000FC45134100000000387C0941F9571F17BF461341E4451092117C0941696CF5AE7A471341D81552C29F7B09418ACAFA9127481341120671F0E67A09410803561BBF4813411006AC36EE790941098338783B4913411595F523BF780941EC0A29E197491341D2D8EA5D65770941F22208C9D0491341F3AF3E2EEE75094100000000E44913410000000068740941,20/12/2023 18:12,20/12/2023 18:12,{35},"{142,181}",{3}
LC0002150001BKF1,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,27/05/2020,27/05/2020,27/05/2020,D,28/02/2022,28/02/2022,SO15770852,Imported,NULL,1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,27/05/2020,315775,208525,315770,208520,315780,208530,SO15770852,SO157085,SO1508,SO10,51.76904109,-3.221981853,10,0101000020346C000000000000FC4513410000000068740941,0103000020346C0000010000000500000000000000E8451341000000004074094100000000E84513410000000090740941000000001046134100000000907409410000000010461341000000004074094100000000E84513410000000040740941,0103000020346C0000010000002100000000000000E44913410000000068740941F22208C9D04913410D50C1D1E1720941EC0A29E1974913412E2715A26A710941098338783B491341EB6A0ADC107009410803561BBF481341F0F953C9E16E09418ACAFA9127481341EEF98E0FE96D0941696CF5AE7A47134129EAAD3D306D0941F9571F17BF4613411CBAEF6DBE6C094100000000FC45134100000000986C094107A8E0E8384513411CBAEF6DBE6C094197930A517D44134129EAAD3D306D09417635056ED0431341EEF98E0FE96D0941F8FCA9E438431341F0F953C9E16E0941F77CC787BC421341EB6A0ADC1070094114F5D61E604213412E2715A26A7109410EDDF736274213410D50C1D1E1720941000000001442134100000000687409410EDDF73627421341F3AF3E2EEE75094114F5D61E60421341D2D8EA5D65770941F77CC787BC4213411595F523BF780941F8FCA9E4384313411006AC36EE7909417635056ED0431341120671F0E67A094197930A517D441341D71552C29F7B094107A8E0E838451341E4451092117C094100000000FC45134100000000387C0941F9571F17BF461341E4451092117C0941696CF5AE7A471341D81552C29F7B09418ACAFA9127481341120671F0E67A09410803561BBF4813411006AC36EE790941098338783B4913411595F523BF780941EC0A29E197491341D2D8EA5D65770941F22208C9D0491341F3AF3E2EEE75094100000000E44913410000000068740941,20/12/2023 18:12,20/12/2023 18:12,{35},"{142,181}",{3}
LC0002150001BKFI,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,12/07/2020,12/07/2020,12/07/2020,D,28/02/2022,28/02/2022,SO15770852,Imported,NULL,1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,12/07/2020,315775,208525,315770,208520,315780,208530,SO15770852,SO157085,SO1508,SO10,51.76904109,-3.221981853,10,0101000020346C000000000000FC4513410000000068740941,0103000020346C0000010000000500000000000000E8451341000000004074094100000000E84513410000000090740941000000001046134100000000907409410000000010461341000000004074094100000000E84513410000000040740941,0103000020346C0000010000002100000000000000E44913410000000068740941F22208C9D04913410D50C1D1E1720941EC0A29E1974913412E2715A26A710941098338783B491341EB6A0ADC107009410803561BBF481341F0F953C9E16E09418ACAFA9127481341EEF98E0FE96D0941696CF5AE7A47134129EAAD3D306D0941F9571F17BF4613411CBAEF6DBE6C094100000000FC45134100000000986C094107A8E0E8384513411CBAEF6DBE6C094197930A517D44134129EAAD3D306D09417635056ED0431341EEF98E0FE96D0941F8FCA9E438431341F0F953C9E16E0941F77CC787BC421341EB6A0ADC1070094114F5D61E604213412E2715A26A7109410EDDF736274213410D50C1D1E1720941000000001442134100000000687409410EDDF73627421341F3AF3E2EEE75094114F5D61E60421341D2D8EA5D65770941F77CC787BC4213411595F523BF780941F8FCA9E4384313411006AC36EE7909417635056ED0431341120671F0E67A094197930A517D441341D71552C29F7B094107A8E0E838451341E4451092117C094100000000FC45134100000000387C0941F9571F17BF461341E4451092117C0941696CF5AE7A471341D81552C29F7B09418ACAFA9127481341120671F0E67A09410803561BBF4813411006AC36EE790941098338783B4913411595F523BF780941EC0A29E197491341D2D8EA5D65770941F22208C9D0491341F3AF3E2EEE75094100000000E44913410000000068740941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
LC0002150001BKFW,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,17/09/2020,17/09/2020,17/09/2020,D,28/02/2022,28/02/2022,SO15770852,Imported,NULL,1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,17/09/2020,315775,208525,315770,208520,315780,208530,SO15770852,SO157085,SO1508,SO10,51.76904109,-3.221981853,10,0101000020346C000000000000FC4513410000000068740941,0103000020346C0000010000000500000000000000E8451341000000004074094100000000E84513410000000090740941000000001046134100000000907409410000000010461341000000004074094100000000E84513410000000040740941,0103000020346C0000010000002100000000000000E44913410000000068740941F22208C9D04913410D50C1D1E1720941EC0A29E1974913412E2715A26A710941098338783B491341EB6A0ADC107009410803561BBF481341F0F953C9E16E09418ACAFA9127481341EEF98E0FE96D0941696CF5AE7A47134129EAAD3D306D0941F9571F17BF4613411CBAEF6DBE6C094100000000FC45134100000000986C094107A8E0E8384513411CBAEF6DBE6C094197930A517D44134129EAAD3D306D09417635056ED0431341EEF98E0FE96D0941F8FCA9E438431341F0F953C9E16E0941F77CC787BC421341EB6A0ADC1070094114F5D61E604213412E2715A26A7109410EDDF736274213410D50C1D1E1720941000000001442134100000000687409410EDDF73627421341F3AF3E2EEE75094114F5D61E60421341D2D8EA5D65770941F77CC787BC4213411595F523BF780941F8FCA9E4384313411006AC36EE7909417635056ED0431341120671F0E67A094197930A517D441341D71552C29F7B094107A8E0E838451341E4451092117C094100000000FC45134100000000387C0941F9571F17BF461341E4451092117C0941696CF5AE7A471341D81552C29F7B09418ACAFA9127481341120671F0E67A09410803561BBF4813411006AC36EE790941098338783B4913411595F523BF780941EC0A29E197491341D2D8EA5D65770941F22208C9D0491341F3AF3E2EEE75094100000000E44913410000000068740941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
LC0002150001BKGF,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,22/09/2020,22/09/2020,22/09/2020,D,28/02/2022,28/02/2022,SO15770852,Imported,NULL,1,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,22/09/2020,315775,208525,315770,208520,315780,208530,SO15770852,SO157085,SO1508,SO10,51.76904109,-3.221981853,10,0101000020346C000000000000FC4513410000000068740941,0103000020346C0000010000000500000000000000E8451341000000004074094100000000E84513410000000090740941000000001046134100000000907409410000000010461341000000004074094100000000E84513410000000040740941,0103000020346C0000010000002100000000000000E44913410000000068740941F22208C9D04913410D50C1D1E1720941EC0A29E1974913412E2715A26A710941098338783B491341EB6A0ADC107009410803561BBF481341F0F953C9E16E09418ACAFA9127481341EEF98E0FE96D0941696CF5AE7A47134129EAAD3D306D0941F9571F17BF4613411CBAEF6DBE6C094100000000FC45134100000000986C094107A8E0E8384513411CBAEF6DBE6C094197930A517D44134129EAAD3D306D09417635056ED0431341EEF98E0FE96D0941F8FCA9E438431341F0F953C9E16E0941F77CC787BC421341EB6A0ADC1070094114F5D61E604213412E2715A26A7109410EDDF736274213410D50C1D1E1720941000000001442134100000000687409410EDDF73627421341F3AF3E2EEE75094114F5D61E60421341D2D8EA5D65770941F77CC787BC4213411595F523BF780941F8FCA9E4384313411006AC36EE7909417635056ED0431341120671F0E67A094197930A517D441341D71552C29F7B094107A8E0E838451341E4451092117C094100000000FC45134100000000387C0941F9571F17BF461341E4451092117C0941696CF5AE7A471341D81552C29F7B09418ACAFA9127481341120671F0E67A09410803561BBF4813411006AC36EE790941098338783B4913411595F523BF780941EC0A29E197491341D2D8EA5D65770941F22208C9D0491341F3AF3E2EEE75094100000000E44913410000000068740941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
LC0002150001BKGW,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,16/05/2020,16/05/2020,16/05/2020,D,28/02/2022,28/02/2022,SO15940752,Imported,NULL,3,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,16/05/2020,315945,207525,315940,207520,315950,207530,SO15940752,SO159075,SO1507,SO10,51.76007765,-3.21927657,10,0101000020346C000000000000A44813410000000028550941,0103000020346C00000100000005000000000000009048134100000000005509410000000090481341000000005055094100000000B8481341000000005055094100000000B8481341000000000055094100000000904813410000000000550941,0103000020346C00000100000021000000000000008C4C13410000000028550941F22208C9784C13410D50C1D1A1530941EC0A29E13F4C13412E2715A22A52094109833878E34B1341EB6A0ADCD05009410803561B674B1341F0F953C9A14F09418ACAFA91CF4A1341EEF98E0FA94E0941696CF5AE224A134129EAAD3DF04D0941F9571F17674913411CBAEF6D7E4D094100000000A448134100000000584D094107A8E0E8E04713411CBAEF6D7E4D094197930A512547134129EAAD3DF04D09417635056E78461341EEF98E0FA94E0941F8FCA9E4E0451341F0F953C9A14F0941F77CC78764451341EB6A0ADCD050094114F5D61E084513412E2715A22A5209410EDDF736CF4413410D50C1D1A153094100000000BC44134100000000285509410EDDF736CF441341F3AF3E2EAE56094114F5D61E08451341D2D8EA5D25580941F77CC787644513411595F5237F590941F8FCA9E4E04513411006AC36AE5A09417635056E78461341120671F0A65B094197930A5125471341D71552C25F5C094107A8E0E8E0471341E4451092D15C094100000000A448134100000000F85C0941F9571F1767491341E4451092D15C0941696CF5AE224A1341D81552C25F5C09418ACAFA91CF4A1341120671F0A65B09410803561B674B13411006AC36AE5A094109833878E34B13411595F5237F590941EC0A29E13F4C1341D2D8EA5D25580941F22208C9784C1341F3AF3E2EAE560941000000008C4C13410000000028550941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
LC0002150001BKH2,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,17/05/2020,17/05/2020,17/05/2020,D,28/02/2022,28/02/2022,SO15940752,Imported,NULL,3,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,17/05/2020,315945,207525,315940,207520,315950,207530,SO15940752,SO159075,SO1507,SO10,51.76007765,-3.21927657,10,0101000020346C000000000000A44813410000000028550941,0103000020346C00000100000005000000000000009048134100000000005509410000000090481341000000005055094100000000B8481341000000005055094100000000B8481341000000000055094100000000904813410000000000550941,0103000020346C00000100000021000000000000008C4C13410000000028550941F22208C9784C13410D50C1D1A1530941EC0A29E13F4C13412E2715A22A52094109833878E34B1341EB6A0ADCD05009410803561B674B1341F0F953C9A14F09418ACAFA91CF4A1341EEF98E0FA94E0941696CF5AE224A134129EAAD3DF04D0941F9571F17674913411CBAEF6D7E4D094100000000A448134100000000584D094107A8E0E8E04713411CBAEF6D7E4D094197930A512547134129EAAD3DF04D09417635056E78461341EEF98E0FA94E0941F8FCA9E4E0451341F0F953C9A14F0941F77CC78764451341EB6A0ADCD050094114F5D61E084513412E2715A22A5209410EDDF736CF4413410D50C1D1A153094100000000BC44134100000000285509410EDDF736CF441341F3AF3E2EAE56094114F5D61E08451341D2D8EA5D25580941F77CC787644513411595F5237F590941F8FCA9E4E04513411006AC36AE5A09417635056E78461341120671F0A65B094197930A5125471341D71552C25F5C094107A8E0E8E0471341E4451092D15C094100000000A448134100000000F85C0941F9571F1767491341E4451092D15C0941696CF5AE224A1341D81552C25F5C09418ACAFA91CF4A1341120671F0A65B09410803561B674B13411006AC36AE5A094109833878E34B13411595F5237F590941EC0A29E13F4C1341D2D8EA5D25580941F22208C9784C1341F3AF3E2EAE560941000000008C4C13410000000028550941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
LC0002150001BKH7,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,18/05/2020,18/05/2020,18/05/2020,D,28/02/2022,28/02/2022,SO15940752,Imported,NULL,3,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,18/05/2020,315945,207525,315940,207520,315950,207530,SO15940752,SO159075,SO1507,SO10,51.76007765,-3.21927657,10,0101000020346C000000000000A44813410000000028550941,0103000020346C00000100000005000000000000009048134100000000005509410000000090481341000000005055094100000000B8481341000000005055094100000000B8481341000000000055094100000000904813410000000000550941,0103000020346C00000100000021000000000000008C4C13410000000028550941F22208C9784C13410D50C1D1A1530941EC0A29E13F4C13412E2715A22A52094109833878E34B1341EB6A0ADCD05009410803561B674B1341F0F953C9A14F09418ACAFA91CF4A1341EEF98E0FA94E0941696CF5AE224A134129EAAD3DF04D0941F9571F17674913411CBAEF6D7E4D094100000000A448134100000000584D094107A8E0E8E04713411CBAEF6D7E4D094197930A512547134129EAAD3DF04D09417635056E78461341EEF98E0FA94E0941F8FCA9E4E0451341F0F953C9A14F0941F77CC78764451341EB6A0ADCD050094114F5D61E084513412E2715A22A5209410EDDF736CF4413410D50C1D1A153094100000000BC44134100000000285509410EDDF736CF441341F3AF3E2EAE56094114F5D61E08451341D2D8EA5D25580941F77CC787644513411595F5237F590941F8FCA9E4E04513411006AC36AE5A09417635056E78461341120671F0A65B094197930A5125471341D71552C25F5C094107A8E0E8E0471341E4451092D15C094100000000A448134100000000F85C0941F9571F1767491341E4451092D15C0941696CF5AE224A1341D81552C25F5C09418ACAFA91CF4A1341120671F0A65B09410803561B674B13411006AC36AE5A094109833878E34B13411595F5237F590941EC0A29E13F4C1341D2D8EA5D25580941F22208C9784C1341F3AF3E2EAE560941000000008C4C13410000000028550941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
LC0002150001BKHC,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,19/05/2020,19/05/2020,19/05/2020,D,28/02/2022,28/02/2022,SO15940752,Imported,NULL,3,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,19/05/2020,315945,207525,315940,207520,315950,207530,SO15940752,SO159075,SO1507,SO10,51.76007765,-3.21927657,10,0101000020346C000000000000A44813410000000028550941,0103000020346C00000100000005000000000000009048134100000000005509410000000090481341000000005055094100000000B8481341000000005055094100000000B8481341000000000055094100000000904813410000000000550941,0103000020346C00000100000021000000000000008C4C13410000000028550941F22208C9784C13410D50C1D1A1530941EC0A29E13F4C13412E2715A22A52094109833878E34B1341EB6A0ADCD05009410803561B674B1341F0F953C9A14F09418ACAFA91CF4A1341EEF98E0FA94E0941696CF5AE224A134129EAAD3DF04D0941F9571F17674913411CBAEF6D7E4D094100000000A448134100000000584D094107A8E0E8E04713411CBAEF6D7E4D094197930A512547134129EAAD3DF04D09417635056E78461341EEF98E0FA94E0941F8FCA9E4E0451341F0F953C9A14F0941F77CC78764451341EB6A0ADCD050094114F5D61E084513412E2715A22A5209410EDDF736CF4413410D50C1D1A153094100000000BC44134100000000285509410EDDF736CF441341F3AF3E2EAE56094114F5D61E08451341D2D8EA5D25580941F77CC787644513411595F5237F590941F8FCA9E4E04513411006AC36AE5A09417635056E78461341120671F0A65B094197930A5125471341D71552C25F5C094107A8E0E8E0471341E4451092D15C094100000000A448134100000000F85C0941F9571F1767491341E4451092D15C0941696CF5AE224A1341D81552C25F5C09418ACAFA91CF4A1341120671F0A65B09410803561B674B13411006AC36AE5A094109833878E34B13411595F5237F590941EC0A29E13F4C1341D2D8EA5D25580941F22208C9784C1341F3AF3E2EAE560941000000008C4C13410000000028550941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
LC0002150001BKHH,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,20/05/2020,20/05/2020,20/05/2020,D,28/02/2022,28/02/2022,SO15940752,Imported,NULL,3,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,20/05/2020,315945,207525,315940,207520,315950,207530,SO15940752,SO159075,SO1507,SO10,51.76007765,-3.21927657,10,0101000020346C000000000000A44813410000000028550941,0103000020346C00000100000005000000000000009048134100000000005509410000000090481341000000005055094100000000B8481341000000005055094100000000B8481341000000000055094100000000904813410000000000550941,0103000020346C00000100000021000000000000008C4C13410000000028550941F22208C9784C13410D50C1D1A1530941EC0A29E13F4C13412E2715A22A52094109833878E34B1341EB6A0ADCD05009410803561B674B1341F0F953C9A14F09418ACAFA91CF4A1341EEF98E0FA94E0941696CF5AE224A134129EAAD3DF04D0941F9571F17674913411CBAEF6D7E4D094100000000A448134100000000584D094107A8E0E8E04713411CBAEF6D7E4D094197930A512547134129EAAD3DF04D09417635056E78461341EEF98E0FA94E0941F8FCA9E4E0451341F0F953C9A14F0941F77CC78764451341EB6A0ADCD050094114F5D61E084513412E2715A22A5209410EDDF736CF4413410D50C1D1A153094100000000BC44134100000000285509410EDDF736CF441341F3AF3E2EAE56094114F5D61E08451341D2D8EA5D25580941F77CC787644513411595F5237F590941F8FCA9E4E04513411006AC36AE5A09417635056E78461341120671F0A65B094197930A5125471341D71552C25F5C094107A8E0E8E0471341E4451092D15C094100000000A448134100000000F85C0941F9571F1767491341E4451092D15C0941696CF5AE224A1341D81552C25F5C09418ACAFA91CF4A1341120671F0A65B09410803561B674B13411006AC36AE5A094109833878E34B13411595F5237F590941EC0A29E13F4C1341D2D8EA5D25580941F22208C9784C1341F3AF3E2EAE560941000000008C4C13410000000028550941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
LC0002150001BKHJ,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,21/05/2020,21/05/2020,21/05/2020,D,28/02/2022,28/02/2022,SO15940752,Imported,NULL,3,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,21/05/2020,315945,207525,315940,207520,315950,207530,SO15940752,SO159075,SO1507,SO10,51.76007765,-3.21927657,10,0101000020346C000000000000A44813410000000028550941,0103000020346C00000100000005000000000000009048134100000000005509410000000090481341000000005055094100000000B8481341000000005055094100000000B8481341000000000055094100000000904813410000000000550941,0103000020346C00000100000021000000000000008C4C13410000000028550941F22208C9784C13410D50C1D1A1530941EC0A29E13F4C13412E2715A22A52094109833878E34B1341EB6A0ADCD05009410803561B674B1341F0F953C9A14F09418ACAFA91CF4A1341EEF98E0FA94E0941696CF5AE224A134129EAAD3DF04D0941F9571F17674913411CBAEF6D7E4D094100000000A448134100000000584D094107A8E0E8E04713411CBAEF6D7E4D094197930A512547134129EAAD3DF04D09417635056E78461341EEF98E0FA94E0941F8FCA9E4E0451341F0F953C9A14F0941F77CC78764451341EB6A0ADCD050094114F5D61E084513412E2715A22A5209410EDDF736CF4413410D50C1D1A153094100000000BC44134100000000285509410EDDF736CF441341F3AF3E2EAE56094114F5D61E08451341D2D8EA5D25580941F77CC787644513411595F5237F590941F8FCA9E4E04513411006AC36AE5A09417635056E78461341120671F0A65B094197930A5125471341D71552C25F5C094107A8E0E8E0471341E4451092D15C094100000000A448134100000000F85C0941F9571F1767491341E4451092D15C0941696CF5AE224A1341D81552C25F5C09418ACAFA91CF4A1341120671F0A65B09410803561B674B13411006AC36AE5A094109833878E34B13411595F5237F590941EC0A29E13F4C1341D2D8EA5D25580941F22208C9784C1341F3AF3E2EAE560941000000008C4C13410000000028550941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
LC0002150001BKHP,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,25/05/2020,25/05/2020,25/05/2020,D,28/02/2022,28/02/2022,SO15940752,Imported,NULL,3,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,25/05/2020,315945,207525,315940,207520,315950,207530,SO15940752,SO159075,SO1507,SO10,51.76007765,-3.21927657,10,0101000020346C000000000000A44813410000000028550941,0103000020346C00000100000005000000000000009048134100000000005509410000000090481341000000005055094100000000B8481341000000005055094100000000B8481341000000000055094100000000904813410000000000550941,0103000020346C00000100000021000000000000008C4C13410000000028550941F22208C9784C13410D50C1D1A1530941EC0A29E13F4C13412E2715A22A52094109833878E34B1341EB6A0ADCD05009410803561B674B1341F0F953C9A14F09418ACAFA91CF4A1341EEF98E0FA94E0941696CF5AE224A134129EAAD3DF04D0941F9571F17674913411CBAEF6D7E4D094100000000A448134100000000584D094107A8E0E8E04713411CBAEF6D7E4D094197930A512547134129EAAD3DF04D09417635056E78461341EEF98E0FA94E0941F8FCA9E4E0451341F0F953C9A14F0941F77CC78764451341EB6A0ADCD050094114F5D61E084513412E2715A22A5209410EDDF736CF4413410D50C1D1A153094100000000BC44134100000000285509410EDDF736CF441341F3AF3E2EAE56094114F5D61E08451341D2D8EA5D25580941F77CC787644513411595F5237F590941F8FCA9E4E04513411006AC36AE5A09417635056E78461341120671F0A65B094197930A5125471341D71552C25F5C094107A8E0E8E0471341E4451092D15C094100000000A448134100000000F85C0941F9571F1767491341E4451092D15C0941696CF5AE224A1341D81552C25F5C09418ACAFA91CF4A1341120671F0A65B09410803561B674B13411006AC36AE5A094109833878E34B13411595F5237F590941EC0A29E13F4C1341D2D8EA5D25580941F22208C9784C1341F3AF3E2EAE560941000000008C4C13410000000028550941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
LC0002150001BKHU,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,26/05/2020,26/05/2020,26/05/2020,D,28/02/2022,28/02/2022,SO15940752,Imported,NULL,3,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,26/05/2020,315945,207525,315940,207520,315950,207530,SO15940752,SO159075,SO1507,SO10,51.76007765,-3.21927657,10,0101000020346C000000000000A44813410000000028550941,0103000020346C00000100000005000000000000009048134100000000005509410000000090481341000000005055094100000000B8481341000000005055094100000000B8481341000000000055094100000000904813410000000000550941,0103000020346C00000100000021000000000000008C4C13410000000028550941F22208C9784C13410D50C1D1A1530941EC0A29E13F4C13412E2715A22A52094109833878E34B1341EB6A0ADCD05009410803561B674B1341F0F953C9A14F09418ACAFA91CF4A1341EEF98E0FA94E0941696CF5AE224A134129EAAD3DF04D0941F9571F17674913411CBAEF6D7E4D094100000000A448134100000000584D094107A8E0E8E04713411CBAEF6D7E4D094197930A512547134129EAAD3DF04D09417635056E78461341EEF98E0FA94E0941F8FCA9E4E0451341F0F953C9A14F0941F77CC78764451341EB6A0ADCD050094114F5D61E084513412E2715A22A5209410EDDF736CF4413410D50C1D1A153094100000000BC44134100000000285509410EDDF736CF441341F3AF3E2EAE56094114F5D61E08451341D2D8EA5D25580941F77CC787644513411595F5237F590941F8FCA9E4E04513411006AC36AE5A09417635056E78461341120671F0A65B094197930A5125471341D71552C25F5C094107A8E0E8E0471341E4451092D15C094100000000A448134100000000F85C0941F9571F1767491341E4451092D15C0941696CF5AE224A1341D81552C25F5C09418ACAFA91CF4A1341120671F0A65B09410803561B674B13411006AC36AE5A094109833878E34B13411595F5237F590941EC0A29E13F4C1341D2D8EA5D25580941F22208C9784C1341F3AF3E2EAE560941000000008C4C13410000000028550941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
LC0002150001BKHZ,NHMSYS0000080187,NBNORG0000049707,Pipistrellus nathusii,27/05/2020,27/05/2020,27/05/2020,D,28/02/2022,28/02/2022,SO15940752,Imported,NULL,3,,,Unknown,Unknown,Unconfirmed,aural bat detector,Ecobat (via iRecord),,,,2,27/05/2020,315945,207525,315940,207520,315950,207530,SO15940752,SO159075,SO1507,SO10,51.76007765,-3.21927657,10,0101000020346C000000000000A44813410000000028550941,0103000020346C00000100000005000000000000009048134100000000005509410000000090481341000000005055094100000000B8481341000000005055094100000000B8481341000000000055094100000000904813410000000000550941,0103000020346C00000100000021000000000000008C4C13410000000028550941F22208C9784C13410D50C1D1A1530941EC0A29E13F4C13412E2715A22A52094109833878E34B1341EB6A0ADCD05009410803561B674B1341F0F953C9A14F09418ACAFA91CF4A1341EEF98E0FA94E0941696CF5AE224A134129EAAD3DF04D0941F9571F17674913411CBAEF6D7E4D094100000000A448134100000000584D094107A8E0E8E04713411CBAEF6D7E4D094197930A512547134129EAAD3DF04D09417635056E78461341EEF98E0FA94E0941F8FCA9E4E0451341F0F953C9A14F0941F77CC78764451341EB6A0ADCD050094114F5D61E084513412E2715A22A5209410EDDF736CF4413410D50C1D1A153094100000000BC44134100000000285509410EDDF736CF441341F3AF3E2EAE56094114F5D61E08451341D2D8EA5D25580941F77CC787644513411595F5237F590941F8FCA9E4E04513411006AC36AE5A09417635056E78461341120671F0A65B094197930A5125471341D71552C25F5C094107A8E0E8E0471341E4451092D15C094100000000A448134100000000F85C0941F9571F1767491341E4451092D15C0941696CF5AE224A1341D81552C25F5C09418ACAFA91CF4A1341120671F0A65B09410803561B674B13411006AC36AE5A094109833878E34B13411595F5237F590941EC0A29E13F4C1341D2D8EA5D25580941F22208C9784C1341F3AF3E2EAE560941000000008C4C13410000000028550941,20/12/2023 18:13,20/12/2023 18:13,{35},"{142,181}",{3}
